BOOKID,ORDER_DATE,CARRID,CONNID,FLDATE,WEEKDAY,MONTH,DAYS_BOOKED_AHEAD,LUGGWEIGHT,CUSTTYPE,COUNTER,AGENCYNUM,INVOICE,COUNTRYFR,CITYFROM,AIRPFROM,COUNTRYTO,CITYTO,AIRPTO,FLTIME,DEPTIME,ARRTIME,PERIOD,CLASS,BOOKED_PRICE,TPRICE_180N,TPRICE_90N,TPRICE_30N,TPRICE_7N
2187,20221114,UA,941,20221228,2,12,44,21.7,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,681.18036,736.4112,773.23176
2223,20221115,UA,941,20221228,2,12,43,15.8,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,681.18036,736.4112,773.23176
2317,20221208,UA,941,20221228,2,12,20,13.3999,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,681.18036,699.59064,736.4112
2350,20220905,UA,941,20221228,2,12,114,13.6,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,736.4112,773.23176,780.595872
2201,20220828,UA,941,20221228,2,12,122,0,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,736.4112,773.23176,780.595872
2298,20220731,UA,941,20221228,2,12,150,0,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,736.4112,773.23176,780.595872
2318,20221109,UA,941,20221228,2,12,49,9.3,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,681.18036,736.4112,773.23176
2357,20220909,UA,941,20221228,2,12,110,22.3999,P,1,0,X,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,736.4112,773.23176,780.595872
2404,20220927,UA,941,20221228,2,12,92,12.3999,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,736.4112,773.23176,780.595872
2451,20221207,UA,941,20221228,2,12,21,11.1999,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,681.18036,699.59064,736.4112
2556,20221123,UA,941,20221228,2,12,35,0,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,681.18036,736.4112,773.23176
2598,20221104,UA,941,20221228,2,12,54,13.3999,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,681.18036,736.4112,773.23176
2599,20221010,UA,941,20221228,2,12,79,9.3,P,1,0,,DE,FRANKFURT,FRA,US,SAN FRANCISCO,SFO,1696,143000,170600,2,Y,736.4112,662.77008,681.18036,736.4112,773.23176
1513,20220821,LH,400,20221228,2,12,129,26.7,P,1,0,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,C,1198.8,1078.92,1198.8,1258.74,1270.728
1538,20221001,LH,400,20221228,2,12,88,0,P,1,0,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,C,1198.8,1078.92,1108.89,1198.8,1258.74
6115,20220821,LH,402,20221228,2,12,129,13.3999,P,1,0,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,C,1332,1198.8,1332,1398.6,1411.92
6116,20221113,LH,402,20221228,2,12,45,9.3,P,1,0,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,C,1332,1198.8,1232.1,1332,1398.6
6119,20221105,LH,402,20221228,2,12,53,26.2,P,1,0,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,C,1198.8,1078.92,1108.89,1198.8,1258.74
3567,20220820,LH,401,20221228,2,12,130,23.6,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,F,1998,1798.2,1998,2097.9,2117.88
6138,20220912,LH,402,20221228,2,12,107,22.6,P,1,0,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,F,1698.3,1528.47,1698.3,1783.215,1800.198
6144,20221205,LH,402,20221228,2,12,23,41,P,1,0,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,F,1998,1798.2,1848.15,1898.1,1998
6148,20221202,LH,402,20221228,2,12,26,33.5999,P,1,0,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,F,1698.3,1528.47,1570.9275,1613.385,1698.3
6149,20220921,LH,402,20221228,2,12,98,44.4,P,1,0,X,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1455,133000,150500,2,F,1898.09,1708.281,1898.09,1992.9945,2011.9754
3544,20220810,LH,401,20221228,2,12,140,0,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,C,1332,1198.8,1332,1398.6,1411.92
9443,20220828,LH,2402,20221228,2,12,122,21.6,P,1,0,,DE,FRANKFURT,FRA,DE,BERLIN,SXF,165,103000,113500,2,C,459.79,413.811,459.79,482.7795,487.3774
9445,20220825,LH,2402,20221228,2,12,125,0,P,1,0,,DE,FRANKFURT,FRA,DE,BERLIN,SXF,165,103000,113500,2,C,459.79,413.811,459.79,482.7795,487.3774
2079,20220225,JL,408,20220617,4,6,112,29.2999,P,1,0,,DE,FRANKFURT,FRA,JP,TOKYO,NRT,1675,202500,154000,2,F,15.697526,14.1277734,15.697526,16.4824023,16.63937756
2478,20220417,JL,408,20220905,0,9,141,22.8999,P,1,0,,DE,FRANKFURT,FRA,JP,TOKYO,NRT,1675,202500,154000,2,C,12.311718,11.0805462,12.311718,12.9273039,13.05042108
2480,20220720,JL,408,20220905,0,9,47,0,P,1,0,X,DE,FRANKFURT,FRA,JP,TOKYO,NRT,1675,202500,154000,2,C,12.311718,11.0805462,11.38833915,12.311718,12.9273039
2487,20220604,JL,408,20220905,0,9,93,0,P,1,0,,DE,FRANKFURT,FRA,JP,TOKYO,NRT,1675,202500,154000,2,C,11.696106,10.5264954,11.696106,12.2809113,12.39787236
2488,20220519,JL,408,20220905,0,9,109,0,P,1,0,,DE,FRANKFURT,FRA,JP,TOKYO,NRT,1675,202500,154000,2,C,11.696106,10.5264954,11.696106,12.2809113,12.39787236
2493,20220704,JL,408,20220905,0,9,63,11.1999,P,1,0,,DE,FRANKFURT,FRA,JP,TOKYO,NRT,1675,202500,154000,2,C,11.080494,9.9724446,10.24945695,11.080494,11.6345187
2511,20220521,JL,408,20220905,0,9,107,35.7,P,1,0,,DE,FRANKFURT,FRA,JP,TOKYO,NRT,1675,202500,154000,2,F,16.62077,14.958693,16.62077,17.4518085,17.6180162
2515,20220825,JL,408,20220905,0,9,11,45.7,P,1,0,,DE,FRANKFURT,FRA,JP,TOKYO,NRT,1675,202500,154000,2,F,16.62077,14.958693,15.37421225,15.7897315,16.62077
410,20220418,LH,400,20220905,0,9,140,33.2999,P,1,0,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,F,1798.19,1618.371,1798.19,1888.0995,1906.0814
414,20220822,LH,400,20220905,0,9,14,27.6,P,1,0,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,F,1998,1798.2,1848.15,1898.1,1998
403,20220501,LH,400,20220905,0,9,127,18.1,P,1,0,,DE,FRANKFURT,FRA,US,NEW YORK,JFK,1444,101000,113400,2,C,1132.19,1018.971,1132.19,1188.7995,1200.1214
3028,20220715,LH,401,20221123,2,11,131,26.2,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,632.7,569.43,632.7,664.335,670.662
3048,20220717,LH,401,20221123,2,11,129,15.3999,P,25,0,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,632.7,569.43,632.7,664.335,670.662
3057,20220630,LH,401,20221123,2,11,146,13.6,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,632.7,569.43,632.7,664.335,670.662
3058,20220919,LH,401,20221123,2,11,65,24.3999,P,25,0,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,632.7,569.43,585.2475,632.7,664.335
3076,20220728,LH,401,20221123,2,11,118,19.8999,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,632.7,569.43,632.7,664.335,670.662
3092,20220914,LH,401,20221123,2,11,70,16.8999,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,632.7,569.43,585.2475,632.7,664.335
3144,20221012,LH,401,20221123,2,11,42,25.1,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,632.7,569.43,585.2475,632.7,664.335
3199,20221014,LH,401,20221123,2,11,40,26.7,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,632.7,569.43,585.2475,632.7,664.335
3175,20220714,LH,401,20221123,2,11,132,21.7,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,666,599.4,666,699.3,705.96
3047,20220727,LH,401,20221123,2,11,119,0,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,666,599.4,666,699.3,705.96
3111,20220804,LH,401,20221123,2,11,111,12.3999,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,666,599.4,666,699.3,705.96
3132,20220913,LH,401,20221123,2,11,71,14,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,666,599.4,616.05,666,699.3
3029,20220917,LH,401,20221123,2,11,67,19.7999,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,554.445,599.4,629.37
3056,20220920,LH,401,20221123,2,11,64,0,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,554.445,599.4,629.37
3153,20220902,LH,401,20221123,2,11,82,0,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,554.445,599.4,629.37
3158,20220930,LH,401,20221123,2,11,54,11.1999,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,554.445,599.4,629.37
3176,20220723,LH,401,20221123,2,11,123,15.6999,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,599.4,629.37,635.364
1191,20221112,JL,407,20221123,2,11,11,21.6,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.12470165,5.2632071,5.540218
3005,20220817,LH,401,20221123,2,11,98,0,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,566.09,509.481,566.09,594.3945,600.0554
3025,20221112,LH,401,20221123,2,11,11,9.3,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,566.09,509.481,523.63325,537.7855,566.09
3064,20220902,LH,401,20221123,2,11,82,22.3999,P,25,0,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,566.09,509.481,523.63325,566.09,594.3945
3143,20220804,LH,401,20221123,2,11,111,22.8999,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,566.09,509.481,566.09,594.3945,600.0554
3145,20221027,LH,401,20221123,2,11,27,0,P,25,0,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,566.09,509.481,523.63325,537.7855,566.09
3152,20220729,LH,401,20221123,2,11,117,0,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,566.09,509.481,566.09,594.3945,600.0554
3180,20220925,LH,401,20221123,2,11,59,25.7,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,566.09,509.481,523.63325,566.09,594.3945
3189,20221111,LH,401,20221123,2,11,12,0,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,566.09,509.481,523.63325,537.7855,566.09
3211,20220902,LH,401,20221123,2,11,82,15.8,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,566.09,509.481,523.63325,566.09,594.3945
3224,20220824,LH,401,20221123,2,11,91,0,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,566.09,509.481,566.09,594.3945,600.0554
3017,20221022,LH,401,20221123,2,11,32,27.7,P,25,0,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,554.445,599.4,629.37
3024,20220703,LH,401,20221123,2,11,143,13.3999,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,599.4,629.37,635.364
3053,20220721,LH,401,20221123,2,11,125,21,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,599.4,629.37,635.364
3118,20220724,LH,401,20221123,2,11,122,0,P,25,0,X,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,599.4,629.37,635.364
3220,20221014,LH,401,20221123,2,11,40,13.3,P,25,0,,US,NEW YORK,JFK,DE,FRANKFURT,FRA,1435,183000,74500,2,Y,599.4,539.46,554.445,599.4,629.37
1110,20221109,JL,407,20221123,2,11,14,25.7,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,4.84003475,4.9708465,5.23247
1235,20221012,JL,407,20221123,2,11,42,13.3999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,5.69414275,6.15583,6.4636215
1236,20220913,JL,407,20221123,2,11,71,9.3,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,4.84003475,5.23247,5.4940935
1239,20220725,JL,407,20221123,2,11,121,26.2,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,5.23247,5.4940935,5.5464182
1240,20220725,JL,407,20221123,2,11,121,19.7999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,6.15583,6.4636215,6.5251798
1269,20220703,JL,407,20221123,2,11,143,24.3999,P,62,0,X,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,6.15583,6.4636215,6.5251798
1275,20220731,JL,407,20221123,2,11,115,22.3999,P,62,0,X,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,6.15583,6.4636215,6.5251798
1322,20220731,JL,407,20221123,2,11,115,12.3999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,5.23247,5.4940935,5.5464182
1356,20221010,JL,407,20221123,2,11,44,0,P,62,0,X,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,5.69414275,6.15583,6.4636215
1364,20221018,JL,407,20221123,2,11,36,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,5.69414275,6.15583,6.4636215
1410,20221113,JL,407,20221123,2,11,10,26.7,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,4.84003475,4.9708465,5.23247
1431,20221017,JL,407,20221123,2,11,37,13.3,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,5.69414275,6.15583,6.4636215
1435,20221028,JL,407,20221123,2,11,26,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,4.84003475,4.9708465,5.23247
1460,20220906,JL,407,20221123,2,11,78,18.7999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,5.69414275,6.15583,6.4636215
1470,20220829,JL,407,20221123,2,11,86,15,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,4.84003475,5.23247,5.4940935
1497,20220828,JL,407,20221123,2,11,87,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,5.69414275,6.15583,6.4636215
1520,20220910,JL,407,20221123,2,11,74,26.2,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,4.84003475,5.23247,5.4940935
1539,20221013,JL,407,20221123,2,11,41,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,4.84003475,5.23247,5.4940935
1549,20221005,JL,407,20221123,2,11,49,13.6,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,5.69414275,6.15583,6.4636215
1119,20220702,JL,407,20221123,2,11,144,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,6.15583,6.4636215,6.5251798
1129,20220902,JL,407,20221123,2,11,82,26.7,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1143,20221014,JL,407,20221123,2,11,40,18.1,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1154,20220707,JL,407,20221123,2,11,139,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.848024,6.1404252,6.19890544
1188,20221110,JL,407,20221123,2,11,13,0,P,62,0,X,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,5.69414275,5.8480385,6.15583
1193,20221022,JL,407,20221123,2,11,32,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1264,20220921,JL,407,20221123,2,11,63,21,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1267,20220728,JL,407,20221123,2,11,118,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.848024,6.1404252,6.19890544
1287,20220702,JL,407,20221123,2,11,144,19.8999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,6.15583,6.4636215,6.5251798
1288,20221020,JL,407,20221123,2,11,34,12.8,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1343,20221113,JL,407,20221123,2,11,10,14,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.5556228,5.848024
1354,20221010,JL,407,20221123,2,11,44,22.8999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1355,20220908,JL,407,20221123,2,11,76,25.1,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1387,20220912,JL,407,20221123,2,11,72,15.6999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1422,20220903,JL,407,20221123,2,11,81,15.8,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1469,20220716,JL,407,20221123,2,11,130,0,P,62,0,X,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,6.15583,6.4636215,6.5251798
1472,20220815,JL,407,20221123,2,11,100,21.6,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,6.15583,6.4636215,6.5251798
1509,20220717,JL,407,20221123,2,11,129,27.7,P,62,0,X,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.848024,6.1404252,6.19890544
1521,20220724,JL,407,20221123,2,11,122,19.7999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,6.15583,6.4636215,6.5251798
1550,20220808,JL,407,20221123,2,11,107,24.3999,P,62,0,X,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.848024,6.1404252,6.19890544
1556,20221009,JL,407,20221123,2,11,45,22.3999,P,62,0,X,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,6.15583,5.540247,5.69414275,6.15583,6.4636215
1258,20221018,JL,407,20221123,2,11,36,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1369,20220717,JL,407,20221123,2,11,129,11.1999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.848024,6.1404252,6.19890544
1391,20220911,JL,407,20221123,2,11,73,25.7,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1548,20221019,JL,407,20221123,2,11,35,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.848024,5.2632216,5.4094222,5.848024,6.1404252
1105,20221003,JL,407,20221123,2,11,51,21.7,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.12470165,5.540218,5.8172289
1141,20221108,JL,407,20221123,2,11,15,15.8,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.12470165,5.2632071,5.540218
1150,20221107,JL,407,20221123,2,11,16,13.3,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.12470165,5.2632071,5.540218
1179,20221112,JL,407,20221123,2,11,11,18.7999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.12470165,5.2632071,5.540218
1228,20220930,JL,407,20221123,2,11,54,27.7,P,62,0,X,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.12470165,5.540218,5.8172289
1259,20221009,JL,407,20221123,2,11,45,15.3999,P,62,0,X,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.12470165,5.540218,5.8172289
1268,20221109,JL,407,20221123,2,11,14,13.6,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.12470165,5.2632071,5.540218
1303,20220926,JL,407,20221123,2,11,58,16.8999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.12470165,5.540218,5.8172289
1329,20220914,JL,407,20221123,2,11,70,0,P,62,0,X,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.12470165,5.540218,5.8172289
1363,20220926,JL,407,20221123,2,11,58,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,4.84003475,5.23247,5.4940935
1386,20220814,JL,407,20221123,2,11,101,21.7,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.540218,5.8172289,5.87263108
1474,20221006,JL,407,20221123,2,11,48,0,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.540218,4.9861962,5.12470165,5.540218,5.8172289
1516,20220722,JL,407,20221123,2,11,124,13.3999,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,5.23247,5.4940935,5.5464182
1517,20220714,JL,407,20221123,2,11,132,9.3,P,62,0,,JP,TOKYO,NRT,DE,FRANKFURT,FRA,1725,133000,173500,2,Y,5.23247,4.709223,5.23247,5.4940935,5.5464182
978,20220822,QF,5,20221123,2,11,93,15,P,61,0,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,488.9568,440.06112,488.9568,513.40464,518.294208
1025,20220815,QF,5,20221123,2,11,100,9.3,P,61,0,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,488.9568,440.06112,488.9568,513.40464,518.294208
1118,20220712,QF,5,20221123,2,11,134,0,P,61,0,X,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,440.0636,396.05724,440.0636,462.06678,466.467416
1213,20220724,QF,5,20221123,2,11,122,18.1,P,61,0,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,488.9568,440.06112,488.9568,513.40464,518.294208
1258,20221101,QF,5,20221123,2,11,22,0,P,61,0,X,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,440.0636,396.05724,407.05883,418.06042,440.0636
1286,20220820,QF,5,20221123,2,11,95,0,P,61,0,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,488.9568,440.06112,488.9568,513.40464,518.294208
932,20220914,QF,5,20221123,2,11,70,18.1,P,61,0,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,464.5102,418.05918,429.671935,464.5102,487.73571
939,20220811,QF,5,20221123,2,11,104,13.3,P,61,0,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,464.5102,418.05918,464.5102,487.73571,492.380812
943,20220720,QF,5,20221123,2,11,126,0,P,61,0,,SG,SINGAPORE,SIN,DE,FRANKFURT,FRA,1825,225000,53500,2,Y,440.0636,396.05724,440.0636,462.06678,466.467416
