,COLUMN_1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,ID
1262,720,0.0,0.0,2.0,16.0,15.0,15.0,8.0,0.0,0.0,0.0,7.0,16.0,15.0,12.0,7.0,0.0,0.0,3.0,15.0,8.0,1.0,0.0,0.0,0.0,0.0,9.0,15.0,4.0,4.0,2.0,0.0,0.0,0.0,5.0,16.0,16.0,16.0,15.0,2.0,0.0,0.0,0.0,5.0,6.0,8.0,16.0,3.0,0.0,0.0,0.0,0.0,1.0,14.0,10.0,0.0,0.0,0.0,0.0,2.0,16.0,13.0,1.0,0.0,0.0,5
1263,721,0.0,0.0,9.0,16.0,16.0,9.0,0.0,0.0,0.0,5.0,16.0,14.0,15.0,16.0,1.0,0.0,0.0,2.0,11.0,1.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,0.0,0.0,0.0,0.0,6.0,16.0,7.0,8.0,7.0,0.0,0.0,0.0,9.0,16.0,15.0,14.0,2.0,0.0,0.0,0.0,9.0,16.0,13.0,1.0,0.0,0.0,2
1264,722,0.0,0.0,3.0,12.0,11.0,4.0,0.0,0.0,0.0,4.0,15.0,13.0,12.0,16.0,0.0,0.0,0.0,9.0,14.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,13.0,11.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0,15.0,16.0,7.0,0.0,0.0,0.0,0.0,5.0,16.0,10.0,14.0,2.0,0.0,0.0,0.0,11.0,13.0,0.0,8.0,8.0,0.0,0.0,0.0,2.0,12.0,16.0,16.0,7.0,0.0,8
1265,723,0.0,0.0,4.0,14.0,16.0,5.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,10.0,15.0,9.0,16.0,4.0,0.0,0.0,0.0,1.0,2.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,0.0,5.0,7.0,0.0,0.0,0.0,8.0,16.0,13.0,16.0,6.0,0.0,0.0,0.0,2.0,15.0,16.0,6.0,0.0,0.0,2
1266,724,0.0,0.0,4.0,12.0,13.0,5.0,0.0,0.0,0.0,0.0,14.0,16.0,16.0,16.0,4.0,0.0,0.0,6.0,13.0,2.0,1.0,11.0,8.0,0.0,0.0,6.0,11.0,0.0,0.0,8.0,8.0,0.0,0.0,4.0,16.0,0.0,0.0,10.0,8.0,0.0,0.0,4.0,16.0,4.0,8.0,16.0,3.0,0.0,0.0,0.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,4.0,15.0,14.0,3.0,0.0,0.0,0
1267,725,0.0,0.0,3.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,10.0,15.0,14.0,14.0,0.0,0.0,0.0,2.0,16.0,10.0,1.0,12.0,4.0,0.0,0.0,2.0,16.0,3.0,0.0,4.0,8.0,0.0,0.0,5.0,12.0,0.0,0.0,6.0,8.0,0.0,0.0,1.0,12.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,15.0,9.0,14.0,15.0,1.0,0.0,0.0,0.0,4.0,15.0,15.0,4.0,0.0,0.0,0
1268,726,0.0,0.0,0.0,10.0,16.0,11.0,1.0,0.0,0.0,0.0,0.0,15.0,16.0,15.0,2.0,0.0,0.0,0.0,1.0,13.0,16.0,14.0,0.0,0.0,0.0,0.0,1.0,15.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,14.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,5.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,0.0,0.0,1
1269,727,0.0,0.0,0.0,7.0,14.0,16.0,5.0,0.0,0.0,0.0,7.0,16.0,12.0,16.0,8.0,0.0,0.0,0.0,4.0,2.0,1.0,16.0,4.0,0.0,0.0,0.0,3.0,12.0,12.0,16.0,8.0,0.0,0.0,0.0,12.0,16.0,16.0,15.0,5.0,0.0,0.0,0.0,5.0,5.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,7
1270,728,0.0,0.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,16.0,6.0,15.0,15.0,5.0,0.0,0.0,1.0,16.0,14.0,4.0,3.0,12.0,0.0,0.0,0.0,7.0,7.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,11.0,16.0,9.0,2.0,0.0,6
1271,729,0.0,1.0,5.0,12.0,16.0,14.0,2.0,0.0,0.0,8.0,16.0,16.0,16.0,16.0,3.0,0.0,0.0,6.0,9.0,2.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,10.0,0.0,0.0,0.0,1.0,11.0,15.0,15.0,5.0,0.0,0.0,0.0,6.0,16.0,12.0,5.0,0.0,0.0,3
1272,730,0.0,2.0,12.0,16.0,12.0,0.0,0.0,0.0,0.0,7.0,16.0,13.0,16.0,3.0,0.0,0.0,0.0,0.0,3.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,11.0,8.0,11.0,5.0,0.0,0.0,0.0,15.0,16.0,16.0,15.0,3.0,0.0,2
1273,731,0.0,0.0,5.0,15.0,13.0,12.0,4.0,0.0,0.0,0.0,11.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,4.0,16.0,16.0,15.0,3.0,0.0,0.0,0.0,2.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,3.0,0.0,0.0,0.0,1
1274,732,0.0,0.0,0.0,6.0,13.0,16.0,16.0,9.0,0.0,0.0,6.0,16.0,14.0,11.0,16.0,10.0,0.0,0.0,2.0,3.0,0.0,4.0,15.0,4.0,0.0,0.0,2.0,9.0,12.0,16.0,13.0,0.0,0.0,2.0,15.0,16.0,16.0,16.0,3.0,0.0,0.0,4.0,9.0,3.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,7
1275,733,0.0,0.0,0.0,2.0,14.0,2.0,0.0,0.0,0.0,0.0,1.0,13.0,15.0,6.0,0.0,0.0,0.0,0.0,12.0,15.0,12.0,11.0,0.0,0.0,0.0,5.0,16.0,4.0,15.0,6.0,0.0,0.0,0.0,12.0,15.0,8.0,16.0,16.0,11.0,0.0,0.0,6.0,16.0,16.0,16.0,8.0,2.0,0.0,0.0,0.0,2.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,4
1276,734,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,16.0,16.0,14.0,1.0,0.0,0.0,4.0,16.0,1.0,4.0,15.0,6.0,0.0,0.0,0.0,5.0,14.0,15.0,10.0,0.0,6
1277,735,0.0,0.0,6.0,9.0,11.0,9.0,0.0,0.0,0.0,13.0,16.0,15.0,15.0,15.0,0.0,0.0,0.0,4.0,5.0,2.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,5.0,13.0,16.0,9.0,0.0,0.0,0.0,3.0,13.0,12.0,7.0,1.0,0.0,3
1278,736,0.0,1.0,11.0,16.0,15.0,12.0,3.0,0.0,0.0,1.0,13.0,16.0,16.0,12.0,0.0,0.0,0.0,2.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,16.0,16.0,16.0,2.0,0.0,0.0,0.0,8.0,16.0,16.0,14.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,9.0,0.0,0.0,0.0,0.0,1.0,13.0,16.0,13.0,1.0,0.0,0.0,0.0,0.0,8.0,16.0,12.0,0.0,0.0,0.0,1
1279,737,0.0,0.0,7.0,15.0,12.0,0.0,0.0,0.0,0.0,3.0,15.0,8.0,14.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,8.0,2.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,15.0,4.0,0.0,0.0,0.0,1.0,4.0,2.0,12.0,6.0,0.0,0.0,0.0,2.0,4.0,13.0,12.0,0.0,0.0,0.0,0.0,5.0,13.0,9.0,1.0,0.0,0.0,3
1280,738,0.0,0.0,0.0,0.0,5.0,15.0,10.0,0.0,0.0,0.0,0.0,8.0,11.0,15.0,7.0,0.0,0.0,0.0,6.0,13.0,10.0,16.0,7.0,0.0,0.0,3.0,16.0,14.0,12.0,15.0,4.0,0.0,0.0,1.0,11.0,8.0,1.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,9
1281,739,0.0,0.0,5.0,12.0,12.0,8.0,1.0,0.0,0.0,0.0,10.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,8.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,3.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,12.0,0.0,0.0,0.0,1
1282,740,0.0,0.0,0.0,7.0,14.0,16.0,6.0,0.0,0.0,0.0,10.0,16.0,12.0,15.0,9.0,0.0,0.0,0.0,8.0,3.0,2.0,16.0,7.0,0.0,0.0,0.0,1.0,8.0,13.0,16.0,14.0,0.0,0.0,2.0,13.0,16.0,16.0,12.0,1.0,0.0,0.0,6.0,12.0,6.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,7
1283,741,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,14.0,16.0,13.0,2.0,0.0,0.0,3.0,16.0,11.0,3.0,7.0,12.0,0.0,0.0,0.0,13.0,6.0,3.0,8.0,14.0,0.0,0.0,0.0,4.0,14.0,16.0,14.0,7.0,0.0,6
1284,742,0.0,0.0,4.0,14.0,14.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,16.0,5.0,1.0,0.0,0.0,9.0,13.0,0.0,13.0,16.0,2.0,0.0,0.0,3.0,16.0,13.0,15.0,5.0,0.0,0.0,0.0,0.0,7.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,14.0,7.0,0.0,0.0,0.0,0.0,10.0,11.0,10.0,15.0,0.0,0.0,0.0,0.0,4.0,13.0,11.0,3.0,0.0,0.0,8
1285,743,0.0,0.0,0.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,3.0,12.0,4.0,0.0,0.0,1.0,16.0,5.0,8.0,14.0,0.0,0.0,0.0,9.0,15.0,0.0,13.0,10.0,2.0,0.0,0.0,10.0,15.0,12.0,16.0,16.0,9.0,0.0,0.0,6.0,16.0,16.0,15.0,9.0,1.0,0.0,0.0,0.0,0.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,4
1286,744,0.0,0.0,6.0,14.0,11.0,0.0,0.0,0.0,0.0,3.0,16.0,9.0,16.0,0.0,0.0,0.0,0.0,3.0,7.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,8.0,2.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,4.0,10.0,15.0,2.0,0.0,0.0,0.0,5.0,16.0,12.0,4.0,0.0,0.0,3
1287,745,0.0,0.0,0.0,4.0,11.0,9.0,5.0,0.0,0.0,0.0,5.0,16.0,16.0,16.0,5.0,0.0,0.0,0.0,11.0,16.0,16.0,9.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,4.0,0.0,0.0,0.0,1.0,14.0,16.0,9.0,0.0,0.0,0.0,0.0,4.0,15.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.0,0.0,0.0,1
1288,746,0.0,0.0,1.0,14.0,8.0,8.0,1.0,0.0,0.0,0.0,10.0,13.0,8.0,16.0,1.0,0.0,0.0,2.0,16.0,4.0,10.0,11.0,0.0,0.0,0.0,7.0,15.0,6.0,14.0,16.0,13.0,0.0,0.0,3.0,16.0,16.0,15.0,9.0,2.0,0.0,0.0,0.0,3.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4
1289,747,0.0,0.0,2.0,10.0,15.0,1.0,0.0,0.0,0.0,3.0,16.0,16.0,13.0,13.0,0.0,0.0,0.0,5.0,16.0,12.0,1.0,12.0,1.0,0.0,0.0,7.0,13.0,5.0,0.0,7.0,5.0,0.0,0.0,2.0,14.0,0.0,0.0,7.0,10.0,0.0,0.0,0.0,12.0,2.0,0.0,12.0,7.0,0.0,0.0,0.0,9.0,12.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,10.0,16.0,6.0,0.0,0.0,0
1290,748,0.0,0.0,10.0,16.0,16.0,13.0,0.0,0.0,0.0,4.0,16.0,15.0,12.0,4.0,0.0,0.0,0.0,8.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,13.0,2.0,0.0,0.0,0.0,0.0,1.0,7.0,14.0,12.0,0.0,0.0,0.0,0.0,6.0,13.0,16.0,10.0,0.0,0.0,0.0,12.0,16.0,14.0,6.0,0.0,0.0,5
1291,749,0.0,1.0,10.0,16.0,16.0,8.0,0.0,0.0,0.0,10.0,16.0,13.0,16.0,12.0,0.0,0.0,0.0,1.0,3.0,3.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,1.0,0.0,0.0,0.0,0.0,2.0,16.0,16.0,12.0,3.0,0.0,0.0,0.0,0.0,5.0,11.0,16.0,11.0,0.0,0.0,0.0,2.0,7.0,14.0,16.0,6.0,0.0,0.0,0.0,11.0,16.0,13.0,5.0,0.0,0.0,3
1292,750,0.0,0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,7.0,5.0,5.0,0.0,0.0,0.0,2.0,16.0,13.0,9.0,13.0,11.0,0.0,0.0,0.0,8.0,13.0,7.0,5.0,15.0,3.0,0.0,0.0,0.0,5.0,11.0,13.0,12.0,2.0,6
1293,751,0.0,0.0,0.0,0.0,5.0,11.0,14.0,1.0,0.0,0.0,0.0,10.0,13.0,8.0,15.0,2.0,0.0,0.0,11.0,9.0,4.0,9.0,12.0,0.0,0.0,5.0,16.0,16.0,16.0,16.0,6.0,0.0,0.0,0.0,15.0,16.0,13.0,16.0,3.0,0.0,0.0,0.0,2.0,3.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9
1294,752,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,4.0,6.0,2.0,0.0,0.0,0.0,11.0,16.0,13.0,12.0,13.0,0.0,0.0,0.0,12.0,14.0,4.0,5.0,16.0,2.0,0.0,0.0,1.0,8.0,16.0,13.0,9.0,1.0,6
1295,753,0.0,0.0,2.0,12.0,12.0,8.0,1.0,0.0,0.0,0.0,2.0,15.0,16.0,16.0,8.0,0.0,0.0,0.0,5.0,16.0,16.0,14.0,3.0,0.0,0.0,0.0,8.0,16.0,16.0,10.0,0.0,0.0,0.0,3.0,15.0,16.0,13.0,0.0,0.0,0.0,0.0,2.0,14.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,5.0,0.0,0.0,0.0,1
1296,754,0.0,0.0,1.0,9.0,15.0,12.0,5.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,13.0,0.0,0.0,0.0,3.0,1.0,1.0,14.0,10.0,0.0,0.0,0.0,3.0,10.0,13.0,16.0,15.0,0.0,0.0,2.0,16.0,16.0,16.0,15.0,3.0,0.0,0.0,3.0,8.0,2.0,13.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,0.0,0.0,7
1297,880,0.0,0.0,0.0,7.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,2.0,0.0,0.0,0.0,0.0,5.0,16.0,4.0,0.0,0.0,0.0,0.0,1.0,11.0,16.0,4.0,0.0,0.0,0.0,0.0,5.0,16.0,16.0,15.0,12.0,0.0,0.0,0.0,0.0,9.0,16.0,1.0,13.0,7.0,0.0,0.0,0.0,4.0,16.0,6.0,15.0,5.0,0.0,0.0,0.0,0.0,6.0,14.0,14.0,1.0,0.0,6
1298,881,0.0,0.0,2.0,14.0,13.0,8.0,0.0,0.0,0.0,0.0,12.0,13.0,12.0,13.0,0.0,0.0,0.0,0.0,11.0,6.0,6.0,16.0,4.0,0.0,0.0,0.0,5.0,16.0,15.0,16.0,8.0,0.0,0.0,0.0,0.0,2.0,4.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,2.0,13.0,7.0,1.0,11.0,10.0,0.0,0.0,0.0,2.0,10.0,15.0,16.0,2.0,0.0,9
1299,882,0.0,0.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,5.0,0.0,0.0,0.0,0.0,2.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,8.0,14.0,14.0,3.0,0.0,0.0,4.0,16.0,16.0,9.0,12.0,8.0,0.0,0.0,0.0,13.0,8.0,0.0,11.0,8.0,0.0,0.0,0.0,1.0,14.0,16.0,11.0,1.0,0.0,6
1300,883,0.0,0.0,1.0,8.0,10.0,8.0,3.0,0.0,0.0,0.0,1.0,16.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,14.0,16.0,16.0,3.0,0.0,0.0,0.0,1.0,16.0,16.0,15.0,0.0,0.0,0.0,0.0,6.0,16.0,16.0,10.0,0.0,0.0,0.0,0.0,10.0,16.0,15.0,4.0,0.0,0.0,0.0,0.0,8.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,1.0,0.0,0.0,1
1301,884,0.0,0.0,12.0,16.0,14.0,4.0,0.0,0.0,0.0,0.0,8.0,14.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,2.0,15.0,16.0,16.0,13.0,3.0,0.0,0.0,1.0,8.0,12.0,15.0,12.0,4.0,0.0,0.0,0.0,2.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,7
1302,885,0.0,1.0,15.0,16.0,16.0,16.0,5.0,0.0,0.0,7.0,16.0,16.0,12.0,9.0,1.0,0.0,0.0,13.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,11.0,0.0,0.0,0.0,0.0,1.0,4.0,14.0,12.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,6.0,0.0,0.0,0.0,5
1303,886,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0,1.0,0.0,0.0,0.0,4.0,16.0,4.0,11.0,11.0,0.0,0.0,0.0,11.0,15.0,2.0,14.0,10.0,1.0,0.0,0.0,13.0,16.0,16.0,16.0,13.0,1.0,0.0,0.0,0.0,4.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,4
1304,887,0.0,0.0,0.0,5.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,2.0,0.0,0.0,0.0,0.0,5.0,16.0,7.0,7.0,10.0,0.0,0.0,0.0,12.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,11.0,12.0,14.0,16.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,6.0,0.0,0.0,4
1305,888,0.0,0.0,5.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,6.0,9.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,6.0,13.0,8.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,15.0,6.0,0.0,0.0,0.0,1.0,11.0,14.0,8.0,2.0,0.0,0.0,0.0,0.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,2.0,0.0,0.0,0.0,7
1306,889,0.0,5.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,5.0,14.0,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,3.0,0.0,0.0,0.0,0.0,2.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,9.0,8.0,8.0,3.0,0.0,0.0,8.0,16.0,16.0,16.0,16.0,4.0,0.0,2
1307,890,0.0,0.0,1.0,8.0,14.0,14.0,2.0,0.0,0.0,1.0,13.0,16.0,16.0,16.0,5.0,0.0,0.0,7.0,16.0,10.0,10.0,16.0,4.0,0.0,0.0,3.0,16.0,14.0,15.0,12.0,0.0,0.0,0.0,0.0,3.0,12.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,15.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,2.0,0.0,8
1308,891,0.0,0.0,4.0,12.0,16.0,16.0,4.0,0.0,0.0,0.0,9.0,7.0,4.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,0.0,0.0,0.0,1.0,13.0,6.0,0.0,0.0,0.0,0.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,9.0,5.0,0.0,0.0,0.0,0.0,3.0,12.0,13.0,9.0,0.0,0.0,2
1309,892,0.0,0.0,10.0,15.0,13.0,1.0,0.0,0.0,0.0,4.0,16.0,7.0,13.0,7.0,0.0,0.0,0.0,2.0,11.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,7.0,7.0,13.0,3.0,0.0,0.0,0.0,10.0,16.0,12.0,3.0,0.0,0.0,2
1310,893,0.0,1.0,13.0,16.0,16.0,16.0,12.0,1.0,0.0,6.0,16.0,14.0,12.0,11.0,5.0,0.0,0.0,2.0,15.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,7.0,10.0,16.0,4.0,0.0,0.0,0.0,0.0,15.0,16.0,10.0,0.0,0.0,0.0,5
1311,894,0.0,0.0,6.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,13.0,12.0,15.0,10.0,0.0,0.0,0.0,0.0,3.0,6.0,13.0,9.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,15.0,6.0,0.0,0.0,0.0,1.0,9.0,14.0,8.0,5.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,7
1312,895,0.0,0.0,2.0,10.0,13.0,12.0,3.0,0.0,0.0,0.0,11.0,13.0,8.0,16.0,7.0,0.0,0.0,0.0,12.0,9.0,9.0,16.0,8.0,0.0,0.0,0.0,6.0,10.0,13.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,4.0,14.0,9.0,4.0,16.0,0.0,0.0,0.0,0.0,2.0,12.0,16.0,14.0,0.0,0.0,9
1313,896,0.0,1.0,12.0,12.0,15.0,16.0,7.0,0.0,0.0,7.0,16.0,16.0,13.0,6.0,1.0,0.0,0.0,12.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,5.0,7.0,16.0,7.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,5.0,0.0,0.0,0.0,5
